"code","level","title","credits","subject","description"
"PH103","lowerDivisionUndergraduate","Introduction to Community Health Work",1,"Public Health","This course provides an overview of history and introduction to the profession, including scope of practice, roles, competencies, attributes and qualities. It provides practice-based guidelines for professional conduct, ethics and boundaries, confidentiality and informed consent."
"PH201","lowerDivisionUndergraduate","Fundamentals of One Health",3,"Public Health","Introduction to One Health and its collaborative approach to design and implement research programs, policies and legislation that covers multiple sectors to achieve better health outcomes which includes: Introduction to biological disease basis, including cellular, physiological, genetic, immunologic, and environmental determinants. Pathologic mechanisms and host susceptibility for infectious and non-infectious diseases of population health importance including disease prevention/control delivered in a team-based format.
"
"PH202","lowerDivisionUndergraduate","Community Health Work: Frameworks, Principles, and Practices for Direct Service",1,"Public Health","This course provides a broad introduction to public health as the framework for providing direct services to individuals, with focus on the ecological model, health equity, and healthcare systems."
"PH203","lowerDivisionUndergraduate","Health Coaching and Health Promotion",3,"Public Health","This course provides a strong foundation in health coaching and health promotion. It offers strategies and skills for supporting behavior change including action planning, motivational interviewing, and communication skills."
"PH204","lowerDivisionUndergraduate","Health Navigation and Service Coordination",1,"Public Health","This course provides an overview of models, skills, tools, resources, and considerations for providing strengths-based health navigation and service coordination with clients."
"PH205","lowerDivisionUndergraduate","Health Education and Facilitation",2,"Public Health","This course provides an overview of the major approaches, models, skills, and knowledge needed to plan, facilitate, and evaluate basic health education presentations for groups in clinical and community settings."
"PH206","lowerDivisionUndergraduate","Community Health Outreach, Assessment and Advocacy",2,"Public Health","This course provides an overview of various approaches, models, methods, and considerations for conducting home visiting, health outreach, community organizing, and advocacy for improving community health."
"PH221","lowerDivisionUndergraduate","Population Health: Introduction to Social, Cultural, Behavioral Theory",3,"Public Health","Examine and apply social, cultural, and behavioral theories and models that inform and strengthen population health practice. Theories are used to diagnose health and social problems and plan interventions to improve the public's health.

Prerequisite: 101 and 102."
"PH230","lowerDivisionUndergraduate","Introduction to Environmental and Occupational Health",3,"Public Health","Environmental and occupational health and safety; including regulatory processes, compliance, pollution prevention, drinking water, wastewater management, solid/hazardous waste, air quality, food protection, zoonotic and vector-borne disease control, radiation, injury prevention.
Prerequisite: 101 and 102."
"PH240","lowerDivisionUndergraduate","Health Systems, Services and Policies",3,"Public Health","Increase the analytical capacity and critical thinking in regards to the US health system, services and related policies. Reinforce the students' sense of social responsibility and further their understanding of population health approaches. 
Prerequisite: 101 and 102."
"PH241","lowerDivisionUndergraduate","Fundamentals of Health Care Finance",3,"Public Health","This course will introduce basic concepts of health care finance: access, affordability, quality, and portability.
Prerequisite: 101 and 102."
"PH260","lowerDivisionUndergraduate","Special Topics","{'min': 1, 'max': 3}","Public Health","Topics in population health that are not covered in the existing curriculum that are mutually agreed upon by students and faculty. May be repeated for credit provided the subject matter varies."
"PH310","upperDivisionUndergraduate","Population Health Research Methods",3,"Public Health","Foundational understanding of scientific paradigms, approaches, methods and designs on population health research; definitions of health research problems at population, community, social group, system and service levels; ethical procedures.
Prerequisite: 201 and 221 and 230 and 240 and 241 and 311."
