course_code,course_name,subject
ANP 825,International Social Science Research: Methods and Praxis,ANP - Anthropology
ANP 826,International Development: Theory and Practice,ANP - Anthropology
ANP 829,Research Methods in Cultural Anthropology,ANP - Anthropology
ANP 830,Cultural and Linguistic Anthropological Theory: Key Issues and Debates,ANP - Anthropology
ANP 831,Seminar in Cultural Ecology,ANP - Anthropology
ANP 834,Medical Anthropology: Overview,ANP - Anthropology
ANP 835,Topics in Medical Anthropology,ANP - Anthropology
ANP 840,Biocultural Evolution,ANP - Anthropology
ANP 842,Human Osteology,ANP - Anthropology
ANP 843,Bioarchaeology,ANP - Anthropology
ANP 844,Topics in Forensic Anthropology,ANP - Anthropology
ANP 845,Paleopathology,ANP - Anthropology
ANP 846,Quantitative Methods in Anthropology,ANP - Anthropology
ANP 850,Principles of Archaeological Research Design,ANP - Anthropology
ANP 858,"Gender, Justice and Environmental Change : Issues and Concepts",ANP - Anthropology
ANP 859,"Gender, Justice, and Environmental Change: Methods and Application",ANP - Anthropology
ANP 870,Professional Issues in Anthropology,ANP - Anthropology
ANP 885,Fundamentals of Museum Studies,ANP - Anthropology
ANP 887,The Digital Museum,ANP - Anthropology
ANP 890A,Individual Readings,ANP - Anthropology
ANP 890B,Individual Research,ANP - Anthropology
ANP 892,Seminar in Anthropology,ANP - Anthropology
ANP 893,Internship in the Professional Applications of Anthropology,ANP - Anthropology
ANP 894,Forensic Anthropology Internship in Forensic Pathology,ANP - Anthropology
ANP 897,Practicum in Museum Studies,ANP - Anthropology
ANP 899,Master's Thesis Research,ANP - Anthropology
ANP 999,Doctoral Dissertation Research,ANP - Anthropology
ANR 192,Environmental Issues Seminar,ANR - Agriculture and Natural Resources
ANR 210,Pathways in Integrated Learning,ANR - Agriculture and Natural Resources
ANR 292,Applications in Environmental Studies,ANR - Agriculture and Natural Resources
ANR 310,Integrated Learning Seminar I,ANR - Agriculture and Natural Resources
ANR 311,Integrated Learning Seminar II,ANR - Agriculture and Natural Resources
ANR 392,Agriculture and Natural Resources Seminar,ANR - Agriculture and Natural Resources
ANR 410,Integrated Learning Transitions,ANR - Agriculture and Natural Resources
ANR 475,International Studies in Agriculture and Natural Resources,ANR - Agriculture and Natural Resources
ANR 490,Independent Study in Agriculture and Natural Resources,ANR - Agriculture and Natural Resources
ANR 491,Selected Topics,ANR - Agriculture and Natural Resources
ANR 493,Professional Internship in Agriculture and Natural Resources,ANR - Agriculture and Natural Resources
ANR 820,Proseminar in Food and Agricultural Standards,ANR - Agriculture and Natural Resources
ANR 891,Food and Agricultural Standards Seminar,ANR - Agriculture and Natural Resources
ANS 101,Professional Development in Animal Science I,ANS - Animal Science
ANS 110,Introductory Animal Agriculture,ANS - Animal Science
ANS 110L,Introductory Animal Agriculture Laboratory,ANS - Animal Science
ANS 111,Livestock Industries Seminar,ANS - Animal Science
ANS 115,Meats Technology Clerkship,ANS - Animal Science
ANS 122A,Feedlot Clerkship,ANS - Animal Science
ANS 122B,Beef Cow Calf Clerkship,ANS - Animal Science
ANS 124,Introduction to Sustainable Agriculture and Food Systems,ANS - Animal Science
ANS 132,Dairy Farm Management Seminar,ANS - Animal Science
ANS 134,Dairy Production I,ANS - Animal Science
ANS 140,Fundamentals of Horsemanship,ANS - Animal Science
ANS 141L,Draft Horse Basics,ANS - Animal Science
ANS 145,Horse Handling,ANS - Animal Science
ANS 147,Horse Management Placement Seminar,ANS - Animal Science
ANS 148,Methods of Instructing Safe Horsemanship,ANS - Animal Science
ANS 149,Horse Management Clerkship,ANS - Animal Science
ANS 151,Poultry Production Clerkship,ANS - Animal Science
ANS 162,Sheep Production Clerkship,ANS - Animal Science
ANS 171,Swine Clerkship,ANS - Animal Science
ANS 200A,Introductory Judging of Livestock or Carcasses,ANS - Animal Science
ANS 200B,Introduction to Meat Evaluation,ANS - Animal Science
ANS 200C,Dairy Cattle Genetics and Evaluation,ANS - Animal Science
ANS 200D,Introduction to Horse Judging,ANS - Animal Science
ANS 200E,Introductory Animal Welfare Assessment,ANS - Animal Science
ANS 201,Animal Products,ANS - Animal Science
ANS 203,Principles of Livestock Feeding,ANS - Animal Science
ANS 210,Introduction to Disciplines in Animal Agriculture,ANS - Animal Science
ANS 211,Animal and Product Evaluation,ANS - Animal Science
ANS 222,Introductory Beef Cattle Management,ANS - Animal Science
ANS 224,Sustainable Farm and Food Systems Field Studies,ANS - Animal Science
ANS 225,"Horse Behavior, Welfare & Ethics",ANS - Animal Science
ANS 233,Dairy Feed Management,ANS - Animal Science
ANS 234,Dairy Production II,ANS - Animal Science
ANS 235,Dairy Herd Reproduction,ANS - Animal Science
ANS 235L,Dairy Herd Reproduction Laboratory,ANS - Animal Science
ANS 238,Dairy Cattle Health Management,ANS - Animal Science
ANS 240,Horse Farm Management,ANS - Animal Science
ANS 242,Introductory Horse Management,ANS - Animal Science
ANS 243,Horse Nutrition and Feeding,ANS - Animal Science
ANS 245,Horse Exercise Physiology,ANS - Animal Science
ANS 246,Young Horse Handling,ANS - Animal Science
ANS 248,Horse Reproductive Technology and Breeding Techniques,ANS - Animal Science
ANS 249,Methods of Instructing Safe Horsemanship,ANS - Animal Science
ANS 252,Introduction to Management of Avian Species,ANS - Animal Science
ANS 262,Introductory Sheep Management,ANS - Animal Science
ANS 272,Introductory Swine Management,ANS - Animal Science
ANS 282,Companion Animal Biology and Management,ANS - Animal Science
ANS 290,Independent Study in Agricultural Technology,ANS - Animal Science
ANS 292,Career Leadership in Agriculture,ANS - Animal Science
ANS 295,Structure and Function of Livestock,ANS - Animal Science
ANS 300A,Advanced Livestock Judging,ANS - Animal Science
ANS 300B,Advanced Meat Judging,ANS - Animal Science
ANS 300C,Dairy Cattle Judging Team,ANS - Animal Science
ANS 300D,Advanced Horse Judging,ANS - Animal Science
ANS 300E,Animal Welfare Judging,ANS - Animal Science
ANS 300F,Dairy Challenge Experiences,ANS - Animal Science
ANS 301,Professional Development in Animal Science II (W),ANS - Animal Science
ANS 305,Applied Animal Behavior,ANS - Animal Science
ANS 305L,Applied Animal Behavior Laboratory,ANS - Animal Science
ANS 307,Animal Reproduction,ANS - Animal Science
ANS 309,Animal Health and Disease Management,ANS - Animal Science
ANS 313,Principles of Animal Feeding and Nutrition (W),ANS - Animal Science
ANS 314,Genetic Improvement of Domestic Animals (W),ANS - Animal Science
ANS 315,Anatomy and Physiology of Farm Animals,ANS - Animal Science
ANS 334,Dairy Management I,ANS - Animal Science
ANS 340,Equine Business and Entrepreneurship,ANS - Animal Science
ANS 341,Introduction to Equine Assisted Services,ANS - Animal Science
ANS 346,Starting Horses Under Saddle I,ANS - Animal Science
ANS 347,Equine Health,ANS - Animal Science
ANS 401,Ethical Issues in Animal Agriculture,ANS - Animal Science
ANS 404,Introduction to Quantitative Genetics,ANS - Animal Science
ANS 407,Food and Animal Toxicology,ANS - Animal Science
ANS 409,"Problems, Controversies and Advancements in Reproduction (W)",ANS - Animal Science
ANS 410,Stem Cells in Reproduction and Development,ANS - Animal Science
ANS 411,Neuroendocrine Control of Stress and Physiology (W),ANS - Animal Science
ANS 412,Introduction to Precision Livestock Technology (Interim New),ANS - Animal Science
ANS 413,Non-Ruminant Nutrition,ANS - Animal Science
ANS 416,Animal Growth and Development,ANS - Animal Science
ANS 418,Animal Agriculture and the Environment,ANS - Animal Science
ANS 422,Advanced Beef Cattle Feedlot Management,ANS - Animal Science
ANS 424,Sustainable Agriculture and Food Systems Capstone,ANS - Animal Science
ANS 425,Animal Biotechnology,ANS - Animal Science
ANS 427,Environmental Toxicology and Society (W),ANS - Animal Science
ANS 433,Food Processing: Muscle Foods,ANS - Animal Science
ANS 434,Dairy Management II,ANS - Animal Science
ANS 435,Mammary Physiology (W),ANS - Animal Science
ANS 442,Advanced Horse Management,ANS - Animal Science
ANS 443,Equine Nutrition,ANS - Animal Science
ANS 445,Equine Exercise Physiology,ANS - Animal Science
ANS 446,Starting Horses Under Saddle II,ANS - Animal Science
ANS 448,Equine Science Seminar,ANS - Animal Science
ANS 455,Avian Physiology,ANS - Animal Science
ANS 461,"Seminar in Plant, Animal and Microbial Biotechnology",ANS - Animal Science
ANS 464,Statistics for Biologists,ANS - Animal Science
ANS 472,Advanced Swine Management,ANS - Animal Science
ANS 480,Animal Systems in International Development,ANS - Animal Science
ANS 482,Advanced Companion Animal Management,ANS - Animal Science
ANS 483,Ruminant Nutrition,ANS - Animal Science
ANS 490,Independent Study,ANS - Animal Science
ANS 492,Undergraduate Research in Animal Science,ANS - Animal Science
ANS 493,Professional Internship in Animal Science,ANS - Animal Science
ANS 801,Methods of Teaching Animal Science,ANS - Animal Science
ANS 804,Introduction to Quantitative Genetics,ANS - Animal Science
ANS 805,Animal Welfare Assessment,ANS - Animal Science
ANS 810,Stem Cells in Reproduction and Development,ANS - Animal Science
ANS 814,Advanced Statistics for Biologists,ANS - Animal Science
ANS 815,Advanced Topics in Reproduction and Development,ANS - Animal Science
ANS 816,"Integrative Toxicology: Mechanisms, Pathology and Regulation",ANS - Animal Science
ANS 823,Grant Writing for Biomedical Research,ANS - Animal Science
ANS 824,Methods in Quantitative Genomics,ANS - Animal Science
ANS 828,Scientific Communication for Reproductive and Developmental Biology,ANS - Animal Science
ANS 885,Animal Science Seminar,ANS - Animal Science
ANS 890,Advanced Independent Study,ANS - Animal Science
ANS 898,Master's Research,ANS - Animal Science
ANS 899,Master's Thesis Research,ANS - Animal Science
ANS 901,Selected Topics in Animal Breeding and Genetics,ANS - Animal Science
ANS 924,Advanced Methods in Quantitative Genomics,ANS - Animal Science
ANS 936,Amino Acid Nutrition and Metabolism,ANS - Animal Science
ANS 999,Doctoral Dissertation Research,ANS - Animal Science
ANTR 211,Human Tissues and Cells for Medical Illustrators,ANTR - Human Anatomy
ANTR 350,Human Gross Anatomy for Pre-Health Professionals,ANTR - Human Anatomy
ANTR 354L,Human Gross Anatomy Model Laboratory,ANTR - Human Anatomy
ANTR 355L,Human Gross Anatomy Laboratory,ANTR - Human Anatomy
ANTR 485,Directed Study in Human Prosection,ANTR - Human Anatomy
ANTR 490,Special Problems in Anatomy,ANTR - Human Anatomy
ANTR 510,Clinical Human Gross Anatomy and Palpatory Skills,ANTR - Human Anatomy
ANTR 539,Principles of Cell Biology and Pathophysiology,ANTR - Human Anatomy
ANTR 541,Gross Anatomy for Nurse Anesthetists,ANTR - Human Anatomy
ANTR 585,Directed Study in Human Prosection,ANTR - Human Anatomy
ANTR 590,Independent Study in Clinical Human Morphology,ANTR - Human Anatomy
ANTR 685,Directed Study in Clinical Prosection,ANTR - Human Anatomy
ANTR 880,Advanced Human Gross Anatomy for Education or Research,ANTR - Human Anatomy
ANTR 890,Topics in Anatomy and Structural Biology,ANTR - Human Anatomy
ARB 101,Elementary Arabic I,ARB - Arabic
ARB 102,Elementary Arabic II,ARB - Arabic
ARB 201,Second-Year Arabic I,ARB - Arabic
ARB 202,Second-Year Arabic II,ARB - Arabic
ARB 290,Independent Study,ARB - Arabic
ARB 291,Special Topics in Arabic Studies,ARB - Arabic
ARB 301,Third-Year Arabic I,ARB - Arabic
ARB 302,Third-Year Arabic II,ARB - Arabic
ARB 401,Fourth-Year Arabic I (W),ARB - Arabic
ARB 402,Fourth-Year Arabic II (W),ARB - Arabic
ARB 460,Special Topics in Arabic Culture (W),ARB - Arabic
ARB 461,Introduction to Arabic Literature (W),ARB - Arabic
ARB 490,Independent Study,ARB - Arabic
ARB 491,Special Topics in Arabic Studies,ARB - Arabic
ARB 499,Senior Thesis Research,ARB - Arabic
AS 111,Foundation of the United States Air Force I,AS - Aerospace Studies
AS 111L,Foundation of the United States Air Force I Laboratory,AS - Aerospace Studies
AS 111L,Foundation of the United States Air Force I Laboratory (Interim Change),AS - Aerospace Studies
AS 112,Foundation of the United States Air Force II,AS - Aerospace Studies
AS 112L,Foundation of the United States Air Force II Laboratory,AS - Aerospace Studies
AS 112L,Foundation of the United States Air Force II Laboratory (Interim Change),AS - Aerospace Studies
AS 211,The Evolution of USAF Air and Space Power I,AS - Aerospace Studies
AS 211L,The Evolution of USAF Air and Space Power I Laboratory,AS - Aerospace Studies
AS 211L,The Evolution of USAF Air and Space Power I Laboratory (Interim Change),AS - Aerospace Studies
AS 212,The Evolution of USAF Air and Space Power II,AS - Aerospace Studies
AS 212L,The Evolution of USAF Air and Space Power II Laboratory,AS - Aerospace Studies
