"course_code","course_title","department","credits","description"
"ACC 461","Governmental and Nonprofit Accounting","Accounting (ACC)","3","This course will introduce students to accounting and financial reporting for nonprofit organizations and governmental entities."
"ACC 493","Honors Work","Accounting (ACC)","3-6","Honors Work."
"ACC 499","Independent Research in Accounting","Accounting (ACC)","1-3","Individual study of an issue or problem(s) in accounting of particular interest to the student. Student must arrange time and course requirements with instructor prior to registration."
"ACC 518","Intermediate Accounting I","Accounting (ACC)","3","Focuses on the conceptual framework underlying financial reporting by business enterprises, the processes by which authoritative accounting guidelines are promulgated, and the preparation, presentation, interpretation, and use of financial statements."
"ACC 519","Intermediate Accounting II","Accounting (ACC)","3","The second course in the two-course intermediate accounting sequence. Continues the examination of the preparation, presentation, interpretation, and use of financial statements."
"ACC 525","Accounting Transaction Processing Systems","Accounting (ACC)","3","Designed to provide an understanding of a variety of accounting subsystems, systems analysis, and design issues reinforced through case studies."
"ACC 531","Cost Accounting","Accounting (ACC)","3","Costs and cost accounting principles, costing systems, cost determination procedures, control and analytical practices for managerial decision-making."
"ACC 561","Governmental and Nonprofit Accounting","Accounting (ACC)","3","This course will introduce students to accounting and financial reporting for nonprofit organizations and governmental entities."
"ACC 602","Federal Tax Concepts","Accounting (ACC)","3","Tax structure and tax principles. Accounting principles and procedures related to tax accounting. Application of tax and accounting principles to specific problems."
"ACC 604","Auditing Concepts","Accounting (ACC)","3","Concepts underlying audit process, procedures used in external auditing, statistical application, preparation of audit programs, and reports. Use of audit software to conduct control risk assessment and substantive tests."
"ACC 613","Directed Studies in Accounting","Accounting (ACC)","1-3","Individual study of an issue or problem of interest. Student must arrange topic and course requirements with instructor prior to registration."
